plant_name,light_time_day,red_light,blue_light,far_red,water_times (times/day),air flow ,growth_yield/m^2 (kg),Active Agents (%),Growth Time (weeks),accuracy,temp_min,temp_max,EC_min,EC_max,humidity_min,humidity_max,ph_min,ph_max
lavender,15,60,36,7,3,low,0.37011294325949456,1.2941527151871912,12,82.63798936644936,20.246911415730217,27.60424782408171,1.1070998654716624,1.1076372839677935,60.307367930875564,57.96276895938719,6.238317280553347,6.18092332995442
lavender ,15,74,35,7,3,low,1.214276471122811,2.044697923448051,10,86.97951659653684,22.08851197106998,26.16937826993887,1.0450327541016993,1.2983928887969676,64.41312238088042,64.37606338879638,5.920066194300571,6.244548520221233
lavender ,13,71,19,19,1,Moderate,0.8668067094568574,1.9338604668382469,12,84.68904849717386,16.79667997552217,27.728717688522362,1.4708299940292406,2.95861338997093,45.19426290442592,49.96117549445101,6.029671494340654,6.082353436287001
lavender ,16,68,38,22,1,medium,1.135571190877978,1.6522979134306537,11,82.02635369595379,18.757278592118933,25.272314372666408,1.699733156127198,1.60963208736896,45.33213603315717,55.13590383004484,5.947019726918435,6.102726661196524
lavender,14,56,37,6,2,moderate,0.9211448374227214,2.1090023693693016,5,83.3801423209526,20.13006413507645,19.75204229243812,1.106660395684934,1.7881954311148929,61.97253906950499,62.52896493394135,6.136007958756402,6.2223698012424675
lavender,17,46,32,11,3,moderate,0.8633387582021907,1.5347843244528774,8,84.20945346838262,25.14802795506189,22.502383127539836,0.8947750576926594,1.3922496984721562,58.78166153225998,63.944736761795824,5.8445581074279005,6.336081047096461
lavender,15,70,42,8,4,low,0.5991498501492396,1.881293293010856,5,82.66401217002732,25.031252508672807,20.456773881616733,1.4867032131518811,1.2928678465614558,57.97967204556765,54.87793696699822,7.004774902774962,7.27761021688967
lavender,14,50,41,5,3,High,0.5505823903850792,1.7405214265002231,2,83.30573479454672,21.083892341464644,24.41595751431548,1.2869783209936025,1.2046037236851097,56.70640698678736,62.91408501711722,6.047760922763754,5.875127359782885
lavender,16,54,45,6,3,low,1.4869121602108468,1.7574090122521966,9,82.99576965108436,19.786708677893536,28.058910967519687,1.241583708879031,1.3568752738292378,63.089904139035326,60.36463217291356,6.334838285318084,6.728384692259439
lavender,16,59,36,5,2,moderate,1.5986417622555047,1.6008947769019701,6,83.33007573004082,24.157983740678333,26.111242721627015,1.788353124210855,1.7416855598804417,63.46165243381851,61.900108479027836,6.122477544676509,5.965827417056712
lavender ,13,56,26,0,3,moderate,0.11455716724180087,1.152435245731561,9,79.58530522161344,16.63117302864551,22.90186014339828,2.121863102086734,1.9034645228197369,50.03180911213461,54.79835768455116,6.77837779588849,6.18145519161427
lavender ,16,60,29,19,1,Medium,1.5195406345476536,3.264861845707996,9,86.04697049000086,17.028941315460536,21.78509039440212,2.0761008235185527,1.830593357566855,45.474486740326995,37.77678724687463,5.580676203805962,6.001793853895553
lavender ,16,53,24,8,2,High,1.835308749809203,1.8449349889879976,9,84.25911403765318,21.146568813265482,24.41978421204429,0.877690495420834,1.3163128802877297,54.76964012872964,62.86706367375678,6.345240899853459,6.2708297394266435
lavender,15,55,33,7,2,low,1.5596020219730593,1.8450296606361891,5,83.04009940732966,23.437283272930642,20.197352636439362,1.7689824167440837,1.1290043299755061,67.16265104000993,62.848982280871994,6.919245474680981,6.305024470002653
lavender ,14,49,35,12,1,Moderate,0.7918327560961008,2.6132617546838235,10,80.16203223490739,19.68890007625647,25.81911902505944,0.8882140999448562,1.4216246366862677,44.08685251295296,60.733218780443565,6.402663750033876,6.044482390288534
lavender ,15,60,15,24,2,Moderate,0.33508083343541467,2.79520372870879,14,80.93661309690705,17.328718860397228,26.96740198420878,2.1911435544738835,2.229211649545916,49.017488775172474,51.38167569283141,6.291790783513822,6.267246022982824
lavender,17,49,41,9,3,medium,0.9384478669652841,1.3743425426237559,12,83.192680506206,25.208117490981074,25.099376887936224,1.2277884390290532,1.7223689472039647,58.70418707151035,60.880338527818814,6.105715352510239,6.179895922138184
lavender ,14,56,30,17,1,medium,1.8237008186243375,2.6518314460375105,11,86.23407331567789,18.540521386482578,24.08122571063445,2.905881134470447,2.1873289667591878,50.36089449574727,59.248412424617875,7.1022365952185105,6.081351983976165
lavender ,16,56,21,3,2,moderate,1.237142521960315,1.809340844422835,12,82.9012886645719,18.659084400021975,24.673795582409987,1.4070180143647995,1.8346409278687772,50.48820503206157,56.64261764129553,6.251541248095951,6.05202855935514
lavender ,15,62,35,4,3,High,1.0157041464475196,3.103830165753299,11,83.00502488756482,17.80042443660094,24.725745890915622,2.3839773111666585,1.935931697787211,45.508640479644335,45.771218769521624,6.619312716973344,5.818116230112803
lavender ,16,48,45,12,4,high,0.33056143100420826,1.5969086889771718,6,83.75107278105855,19.837365533404927,20.22453586731645,1.7084656445481494,1.5733659774572948,64.43539271180481,55.4821429650667,6.36990006542898,6.691317337955853
lavender ,15,69,23,22,2,moderate,1.6984512189310805,2.5197635531342244,9,82.37353065674512,18.33567755345641,23.621513404177147,1.7521662096154675,2.2850646845128995,52.27164677164221,59.484271952223175,5.88944552790494,6.189367864207814
lavender,12,81,35,5,3,low,1.7061911686667797,1.6632986286877087,7,83.44331110723492,23.128605814695756,26.68216510795166,1.6408344148674323,1.7382777731811587,60.11848252990169,62.04188803167078,5.861084444441616,6.16701146489621
lavender ,16,49,37,1,2,low,1.4774992171222114,1.8188786663109855,11,85.32016646190921,22.48805167867487,20.02085290281734,0.9569112191823295,1.6380096169114893,61.542418322386034,63.9140226510407,7.181909819588101,6.402652940989512
lavender,17,56,41,-2,4,low,0.9883774183802068,1.4246067166932934,3,83.05812600762167,23.867156473655587,25.940391595071578,1.2976165376691295,1.3909335421098405,66.06512956192758,63.197048935567715,5.99745435339024,6.357894541795812
lavender,19,71,40,3,3,high,0.8842753450456239,2.0908106638048776,5,83.24707848621823,21.722474922976083,25.627811161121112,1.03992301144569,1.5246657610013599,66.78607888677047,59.247727619333745,8.832535748877232,6.280486025408594
lavender ,12,57,32,24,2,Moderate,0.7178387084582439,2.838752368706284,13,81.56409054216438,17.26825889770263,18.415999554031085,1.9932549639852761,2.078158460973734,45.17622141414699,45.240448232448244,6.54629507313665,6.037738714095153
lavender ,14,66,34,22,1,Moderate,0.5695949950072288,3.0639908070755375,12,87.20847763928379,18.220919741019788,22.53371154998718,2.5476357362294615,2.557810789864505,51.678925975866186,64.31406103920284,6.37862763975924,6.1024610202710035
lavender ,12,65,20,19,2,High,1.8056317492354768,1.7267725231387723,14,86.36467773756809,17.169702674785512,22.249473602214326,1.518662118820418,1.3350608000631792,50.30672206049841,57.973125431994006,5.920369626923988,5.9441868554172625
lavender,13,62,20,6,2,moderate,1.839310651533644,1.5106222751449188,12,83.27134748019002,23.0423911034405,23.218536872253708,0.8918391323838215,1.2673415058696744,62.02335196071666,56.265275837792025,5.9998239483265285,5.869500863827798
lavender ,16,54,29,3,3,moderate,0.6598010500249047,1.9116275724066618,13,83.50445816885092,21.602504419012686,26.8753221548685,2.741267999525118,1.1079079119104418,46.61853972866448,59.6482639757314,6.113649936901273,5.890319032982761
lavender,16,58,37,5,3,moderate,0.889209124177593,2.0425206016004274,10,83.17002247743883,22.46083811771242,27.19326911712612,1.4971951196162123,1.7141138409181433,64.96271320757192,60.4197247382299,6.205429123482753,5.996076458764869
lavender ,13,57,33,3,3,low,1.621504481809438,3.1474795459340172,10,84.20045956914137,19.201676153641934,25.731497004490045,1.837992653616876,3.05723485548214,48.93953830326229,59.71301631334223,4.0092302284898835,6.505556992261755
lavender ,10,67,35,5,2,medium,1.4563651159985893,1.8735291043222257,12,83.4190256488728,19.40132232350847,24.95436198581726,1.5184723338046557,1.1710658389632145,42.14812897950825,61.80741941089055,5.87219120278086,6.242423309982247
lavender,11,69,32,2,2,moderate,0.8153949942594196,1.840618226558105,9,83.1532074202407,23.901750311263246,24.77365698829658,1.2646758092860588,1.127019539555937,63.68202393192434,64.46698019669198,5.972790789567173,6.006187000743291
lavender ,13,47,33,22,1,high,0.3660273656501974,2.7824356180043157,12,85.19689348778861,15.196884519213402,21.5151488571448,2.0111560047072627,2.9556988860958797,39.696577890131415,59.70419982135818,6.065790751583681,6.0268076858835915
lavender,13,46,42,5,4,high,1.2321413555724876,2.0571268023282365,11,83.57205707085069,22.135288743806253,24.92338435362203,1.153803739379084,1.3260946414115957,59.827461943108055,56.43632610582126,5.969682713239573,6.231654125370016
lavender,15,57,39,3,2,low,0.8374612250905094,1.6065532295253926,6,82.62664534194683,23.824227692435862,26.953895755859097,1.3329148997311873,1.2891998534274023,61.459208013072484,65.58751797876914,6.243064474343413,7.242956633896102
lavender,17,54,29,5,2,low,1.3165337255331504,2.0327953483377725,6,83.29718706874819,22.95629016230463,25.10708483067532,1.5536389134321023,1.6510246955747847,61.739831169896135,64.54085841577246,6.4283395135980905,6.116965874215711
lavender ,14,53,37,18,1,Low,0.9930255401280619,2.946416483961559,15,85.6738637228017,15.590479229888132,26.374248416339334,1.9055031733369918,1.8207537478084768,49.20908550133322,48.52404386746809,5.997742974431635,6.089221312944293
lavender,19,65,35,11,3,moderate,0.27467264467776736,1.6405586526912914,1,82.87554494658315,23.130130400447182,21.204037081122728,1.2144319013333476,1.8217050377303043,69.35211749160723,59.2345331236257,6.196710327614206,6.126705473721102
lavender ,17,49,22,10,3,High,0.8469883766655888,3.114184590183326,11,83.52992789655046,18.736068076244777,23.995271274796643,1.5219991153457375,2.6210670722933767,63.10505341709026,53.64813774282647,5.7931007097925455,6.174981406761584
lavender,18,58,38,0,4,high,0.8276294766804483,1.885194706170198,4,83.68686695039898,21.116819329160062,25.772049442553048,1.4524230898663548,1.500127409732498,64.82392048257356,57.964127169728755,5.961786921196543,6.322549812961798
lavender ,14,65,46,20,1,Low,1.0331771598006076,2.740822223117948,12,87.27900164840842,15.974331191375612,23.69472441188691,1.3673879807971936,2.3675573256612696,47.64855588961047,59.78234180439097,2.380618982610325,6.037056331171178
lavender,16,52,34,5,2,high,1.2830732029206273,1.7293781785176172,5,84.02685804991583,24.694012845618698,22.337343144886017,1.391786063772508,1.2475934043406516,58.173538373926036,58.8097195094708,6.457070228464341,6.202172900973897
lavender,13,47,41,5,2,Moderate,1.5326553093051665,1.630554831360403,13,87.32301907123666,24.15692010772543,22.132534175823338,1.0925070358236604,2.517676016664451,60.29629680189349,62.92689618020263,6.0959799982097795,6.25541823456504
lavender ,17,57,29,2,2,medium,1.9989721696971232,2.185794564556497,12,89.2936682572385,20.67599430940912,27.258089771307926,1.2909393420971045,1.65015291954645,45.58091136038026,62.56039393391216,6.350029988625863,6.181382519891801
lavender ,11,56,35,13,4,Medium,0.9110131669584588,2.0654328632934997,11,86.7897203347515,17.687963215138844,27.220227729731807,2.7015498088079464,2.4074699228177057,45.73937638204165,64.43886470427748,5.972866106765637,6.226298071122493
lavender,16,57,40,0,2,low,1.1623907261096316,1.9177286621925171,7,83.43198944524404,22.199943312543432,26.483966204576134,1.2110516024483289,1.4372691673723255,64.39429730626563,58.97677114798664,6.741412818308113,5.863892231667059
lavender,18,70,33,7,3,moderate,1.726810690163249,1.7259013485811956,8,83.60701098258849,23.440118557476623,26.462580455666448,2.0607852671230247,1.4224107174225837,66.53780773590188,61.28765243773923,5.737965037640715,6.1118158218310015
lavender ,14,51,35,10,3,moderate,1.8422619814762489,1.6486264246348235,8,83.42870863780033,22.039573208978666,22.189949961203805,1.0026260690685085,2.4961446934849834,40.79504387048348,62.236591711718646,5.768962412822379,5.815378503751463
lavender ,12,70,27,20,2,High,1.0638274245550035,2.904093864825926,10,80.38080232570621,20.203824696799632,28.17823349733306,2.7851625469371757,1.8683434796044525,41.90534573437143,62.11738112452995,6.076886692913098,6.083088336489253
lavender ,12,59,32,7,4,high,1.4868068802781593,1.5348671411349146,12,84.24387783416714,18.3508816996383,26.86984472380123,1.8892449960765596,3.173286308942771,38.433080853050214,48.212745513242616,6.463248136459406,6.396823045062612
lavender ,15,53,38,6,3,medium,1.8301191451519216,1.403749350817216,10,86.63541910824684,24.209146394352686,23.41819761514744,2.473177707986208,1.419628715111196,63.24922208377577,50.334224362452886,6.333846536311721,6.267200298160096
lavender ,15,63,23,22,1,medium,1.3945035112112234,2.6983430005462057,11,83.47369355179805,21.251347215406362,22.60047350474807,2.731954900083915,1.7890756614612964,53.24509003578714,55.52595440164545,6.0352777641114805,6.053833354686616
lavender ,16,60,29,6,2,low,0.5289210704693602,1.787462848425619,12,84.12016774816693,18.767297217108865,24.49273306412548,0.827613975423217,1.3608492786746602,62.67657562612786,64.51423476969023,6.06649551493765,6.092156461381527
lavender ,15,58,39,1,2,medium,1.0104699416247456,1.6368661380073282,9,88.37815601707362,22.29832528313781,19.81676691125881,1.6397218468206314,1.137226575054034,59.18423263025464,58.933671165936445,5.889881713500431,5.812096802023082
lavender,13,53,26,2,4,medium,1.1890046315080218,1.9331780624890953,5,82.39589719128418,21.192181627909125,26.15404957974672,1.2692242055849132,1.4526435415892007,56.771132054231174,61.690388562879654,5.922880068054358,5.769800387951056
lavender ,17,75,22,10,3,moderate,1.484209402219743,2.2228474372922213,10,84.16061742857981,21.385275778956437,27.854392615925327,1.1888087808759462,2.738983161485123,44.63999118053955,63.18955233649661,7.011468978843689,6.210899684589639
lavender,16,55,34,3,3,high,0.6461368530537889,1.6939385004321494,4,83.33935572327651,20.961517813222848,25.436753832947044,1.5102335857378264,1.5613557362109003,57.9628204811447,56.207640725041706,6.266193887002689,6.300721116664982
lavender,12,50,39,7,2,low,1.1037421811175436,1.925304411020377,10,86.53602789891471,18.755776420485393,26.622912093785125,0.710881307760201,1.1774881394808274,59.81296688100516,62.59458748885659,6.2316220426444815,6.282637986118487
lavender,14,63,39,3,2,low,1.0790263849074444,1.1830173396170296,6,83.06751638323601,25.938970751694708,25.916490442979473,0.6377493330742218,1.4669413866302787,59.52140501755486,65.14884105560674,6.348819524840212,5.810717323296888
lavender,14,58,42,5,2,moderate,1.2672739952364453,1.6341851770681126,6,83.21170710909625,23.20864526258912,25.543170455873117,1.2839510965243397,1.719515481369975,61.781373202561014,65.78727275092548,5.7359883714236695,6.0884034950834325
lavender,17,75,35,9,3,moderate,0.7682218821663203,1.9100957237893406,8,82.87516777693651,21.615884239270983,25.82170695703969,1.8040605566526564,1.940298050943992,58.43992709779001,60.841699794897956,6.593546175365864,6.317570127641485
lavender,17,71,34,5,4,moderate,0.5215525699452284,1.9038213004265698,5,83.69210151147172,24.752221156664252,23.669975522963984,1.5720222484608044,0.7940017592563355,67.40307882614138,67.59403672872283,6.274010811992636,6.223372662109484
lavender ,12,56,32,8,3,low,1.0896649794664646,1.5659466761234673,11,86.41636828043688,21.506524524275925,23.008083490137334,0.958056011178193,1.4608368769760527,64.79717709979663,64.51078474155766,6.0434381152096455,5.875259012522863
lavender ,17,55,25,11,1,high,1.4613221495684285,2.704386734782179,13,81.86237493593394,16.34396220573165,26.86052487373525,3.1125715737003743,2.410284771894106,38.83987997794263,39.19533378920608,5.697983002745565,5.759267455342469
lavender ,14,67,33,15,3,Medium,1.5726115405503869,1.9028785338491945,8,86.01688142781536,18.011801420517724,25.59081162959788,0.9817271962194665,1.093160222643775,44.829565382575645,51.12690624824134,6.0181619837851095,6.368099792085925
lavender ,17,79,39,17,3,Low,0.7437840065206002,3.469539249595267,11,81.15219848382027,21.242201010101006,27.077968017831857,3.0862728239832546,3.273623228861415,40.07592576567913,49.549134884805895,6.111028840207252,5.983644001912827
lavender,15,49,48,6,3,moderate,0.3279729971379376,2.0222504898829397,6,83.04483766742166,24.67657811433969,27.444562716908802,1.42090166543758,1.39472280328512,56.63468398781517,57.26420930174742,6.225184939446936,5.978677201544637
lavender ,14,59,38,2,1,high,0.22321198633348677,1.7182800813055312,10,83.42291180683748,18.09280044398351,26.29454730395419,2.5007434111929263,2.4827520461115014,56.92080014081837,58.67877729733016,6.138090856884598,6.0060083949032705
lavender ,18,49,26,22,2,Low,1.46335896524363,2.8133689362822563,13,85.01165834601676,19.3623437755711,25.128884757193678,2.3529880905090335,1.6690380945435925,46.25622155484531,57.58913032952189,5.959743678460802,6.262621220164409
lavender ,11,61,26,11,2,low,1.37148597727713,2.187316123302044,10,84.62627095546345,17.502571071757387,23.766617144969686,1.724000462027202,2.658344455408208,42.639935352247505,60.09928477143706,6.131372152120367,6.216850910116223
lavender,18,73,47,10,3,medium,0.29875528150374314,1.8344751585314405,9,84.94451022616805,21.46512684786941,21.899788962215226,2.0029513066725686,0.9212841865081225,47.44149996209874,54.50531802407623,0.9064263170110274,6.210422875857081
lavender ,12,43,34,18,1,medium,1.1862170336817144,2.821313067014238,13,83.36007032030055,21.360516633589256,27.09771754920819,2.0537810104902086,2.2032788624877484,36.435488178888356,52.94043106330137,6.1941580267957095,5.682007714778446
lavender,15,66,43,7,3,low,1.045420851119727,1.9494119600497273,5,84.16103933255555,20.804858733790773,21.476665398472576,1.3569147171644764,1.4993495664051733,52.54855683048925,61.581941293887965,6.157984039836547,6.228653453311852
lavender,16,59,34,6,2,high,0.7504676659001668,1.5612364097062486,10,83.28857936595091,24.360622301913796,23.851518544534127,1.3288759628023823,1.275718006490424,61.768455632640745,57.33965726870925,5.886899813294697,5.954363032903092
lavender ,17,58,34,9,2,low,0.634357955138688,1.759694630817664,8,82.82165379922705,24.042337168023593,26.715617961169848,0.8625659808268725,1.833884487693288,68.96850351140476,60.412308376171,6.5593693360569585,5.842921521118022
lavender ,14,55,28,8,2,low,1.2759002670816986,1.2897367639310422,8,83.65483869250518,21.93568118946112,24.895192249176212,0.6919854772755505,1.0566130513794156,61.206091145248664,60.54058964477335,5.925048716660492,6.093685002030449
lavender ,15,53,34,16,1,Medium,1.5296871757795703,3.0869811899333897,12,85.4585574312238,20.840199595728244,28.976805698079644,1.9802401180640392,2.611753887896943,46.728534801731946,63.28502321828405,5.86060782622528,6.116806116903692
lavender,16,52,32,6,3,moderate,0.6577773251570705,1.5253937415595178,10,83.68759996120983,22.007846342893686,25.217489834294348,1.2864341339978391,1.6428492777166506,62.1474980639178,65.82077833385614,6.056425782995753,6.119863912651891
lavender,16,60,35,6,4,high,1.716192778995395,1.7327506616407355,9,77.95642347759147,20.482894089231863,28.015986375672753,1.5959769438614713,1.2783154331677458,56.65668880489097,63.98158577787787,5.933130172797912,6.06411148288989
lavender ,15,61,40,20,2,medium,1.7598427347881391,2.6055137605710033,14,82.53764880100664,20.092271012338514,26.584403521263237,2.3441460859280787,2.4201515126648756,49.01488517022801,63.792042125437995,6.047755999852161,6.072158633557789
lavender,17,62,42,6,2,moderate,1.5994421533033119,2.2526050148074637,11,83.1398944082973,20.007128987247242,26.32902661043587,1.8651138231747681,1.7326317937525137,63.76582317165274,46.137314120252206,5.719481815360848,6.734800325427446
lavender ,15,59,40,3,3,moderate,1.2144715120275178,1.8673204216578998,11,82.78019963688006,16.97765347237687,22.032472361416424,1.4244547183998417,1.2476251605520274,50.715753278761994,61.46419072739868,6.518405482348584,6.3777567897404746
lavender,11,81,34,0,2,moderate,1.3790795645940976,1.6447973729913108,9,82.73827033286487,18.44538362086792,24.24715894269314,1.7234624752817473,2.898020394463409,63.52686534727177,60.38685190746495,5.990851300070809,6.2030222133112325
lavender,13,72,35,5,4,high,1.3556219165925092,1.8160690445849048,9,83.9675531100294,22.88103118495604,26.836280766912125,1.821107205375254,1.4812316523929003,62.88403383679485,60.74967744210175,6.403897737547231,6.258015147997926
lavender,15,54,34,8,2,medium,0.7167796187932194,1.8199137934221936,11,83.19160447650862,20.159485471845215,21.614943661102078,1.2794656368533674,1.868622758948829,66.86178958969992,63.479551461510006,6.285898761609265,6.077572847138822
lavender ,15,47,33,2,1,moderate,0.6703857222432827,2.459718536747163,13,83.7689856637019,20.40988861371269,23.450055261748773,1.3609303420089995,2.365140232401064,42.539646019032304,55.133725120054166,6.067064970782713,5.998902055875008
lavender,13,71,37,-2,4,moderate,1.4650535684591675,1.880611724376294,3,83.24420896892073,22.26661522688043,25.791582793911466,2.4420664632765194,1.6267883626518287,60.78119306266905,62.1156023724925,6.049813140603625,6.287298922597256
lavender,17,56,31,6,4,moderate,1.4286387353919192,1.5688405117052655,4,83.11570288435354,21.581400148456588,27.48782082067928,1.640560109564594,1.2385378758979777,61.40709199844933,64.83021136960329,5.796853910800215,6.259801422088983
lavender ,14,53,36,7,1,low,0.9887978335678493,1.3558849118371479,6,82.92575675091581,19.20599891199605,23.60936037754087,2.177322735003891,2.6611260513344153,59.16033076312418,59.95186167115459,6.180960800374926,6.137726864466893
lavender ,14,59,38,4,2,low,0.45334955873555466,3.305792348362978,11,87.26228948327858,22.886108167044434,22.81943071261326,2.074364588012124,1.5017317109678094,45.87189488422772,56.51841009739223,6.041910177413708,6.008987523264298
lavender,18,65,36,3,3,moderate,1.9752795993105519,1.7250557223423497,10,84.74974777840463,20.23238441055638,23.21171085257329,2.9827889320313585,1.1805540636203609,66.95623329389345,53.537056999820415,5.832858389410576,6.869799659410318
lavender ,14,48,22,12,2,High,0.7223512561047186,2.71423797685051,12,87.71866719907165,17.47548495904425,23.111455761979354,1.9733269211671594,2.805516723698231,48.61088706980214,47.78626448743977,6.09789255295742,6.122344308260907
lavender ,14,52,24,7,3,medium,0.7681326764685605,2.899138699373168,13,82.5689540624113,19.086277262473782,24.357695291745916,1.2819754897451627,3.0326881178058334,51.59435050222576,59.93032553457166,6.095925015336646,5.917489528883869
lavender ,14,53,24,15,2,medium,0.8505559963126915,2.8156345269287746,14,84.39019394408021,17.01583107949238,25.40681008771481,2.544282125279781,2.89298872975444,46.32637708756202,62.571880453990154,6.068821423219694,6.018024574815414
lavender,15,55,45,5,4,high,0.8511841861222342,1.5306737712016554,9,82.96215597825919,22.239708436400967,23.104706766475857,1.6125366777148598,0.9705468728787396,62.92249355345123,55.82699063908579,6.222529949594992,6.280129198873618
